pfam_id,ppa_locus,evalue_full_seq,Description
14-3-3|PF00244.21,ppa_stranded_DN29292_c0_g1_i1,1.20E-99,14-3-3
Arf|PF00025.22,ppa_stranded_DN27074_c0_g3_i3,4.10E-80,ADP-ribosylation
Arf|PF00025.22,ppa_stranded_DN4358_c0_g1_i1,1.20E-34,ADP-ribosylation
Arf|PF00025.22,PPA01285,6.80E-61,ADP-ribosylation
Arf|PF00025.22,PPA05218,3.90E-36,ADP-ribosylation
Arf|PF00025.22,PPA11034,1.80E-70,ADP-ribosylation
Arf|PF00025.22,PPA11365,2.00E-37,ADP-ribosylation
Arf|PF00025.22,PPA16737,2.90E-41,ADP-ribosylation
Arf|PF00025.22,PPA18028,1.40E-30,ADP-ribosylation
Arf|PF00025.22,PPA18802,4.30E-72,ADP-ribosylation
Arf|PF00025.22,PPA19591,1.40E-22,ADP-ribosylation
Arf|PF00025.22,PPA24196,1.40E-71,ADP-ribosylation
Arf|PF00025.22,PPA25105,5.00E-13,ADP-ribosylation
Arf|PF00025.22,PPA26041,2.00E-53,ADP-ribosylation
Arf|PF00025.22,PPA33890,1.80E-65,ADP-ribosylation
Arf|PF00025.22,PPA34410,1.40E-74,ADP-ribosylation
Arf|PF00025.22,PPA39544,3.20E-42,ADP-ribosylation
Arf|PF00025.22,PPA41439,1.40E-35,ADP-ribosylation
Arf|PF00025.22,PPA41489,7.80E-53,ADP-ribosylation
Arf|PF00025.22,PPA43325,1.10E-17,ADP-ribosylation
ARF7EP_C|PF14949.7,PPA11632,6.50E-27,ARF7
ARF7EP_C|PF14949.7,PPA37913,6.70E-18,ARF7
ARF7EP_C|PF14949.7,PPA42769,4.90E-21,ARF7
Arfaptin|PF06456.14,ppa_stranded_DN20561_c0_g1_i1,5.80E-66,Arfaptin-like
Arfaptin|PF06456.14,ppa_stranded_DN23115_c0_g1_i1,2.40E-52,Arfaptin-like
Arfaptin|PF06456.14,ppa_stranded_DN29933_c0_g2_i8,1.10E-64,Arfaptin-like
ArfGap|PF01412.19,ppa_stranded_DN28943_c1_g1_i3,8.90E-32,Putative
ArfGap|PF01412.19,PPA05729,2.10E-21,Putative
ArfGap|PF01412.19,PPA14404,4.20E-38,Putative
ArfGap|PF01412.19,PPA20682,1.10E-40,Putative
ArfGap|PF01412.19,PPA21689,3.30E-20,Putative
ArfGap|PF01412.19,PPA24822,6.00E-33,Putative
ArfGap|PF01412.19,PPA39703,2.10E-26,Putative
Arginase|PF00491.22,PPA34357,2.40E-53,Arginase
ARGLU|PF15346.7,PPA00435,1.70E-19,Arginine
ARGLU|PF15346.7,PPA02772,0.0028,Arginine
ARID|PF01388.22,ppa_stranded_DN27098_c0_g1_i1,8.10E-19,ARID/BRIGHT
ARID|PF01388.22,PPA22896,5.70E-17,ARID/BRIGHT
ARID|PF01388.22,PPA34609,1.80E-18,ARID/BRIGHT
ARL2_Bind_BART|PF11527.9,PPA28781,1.30E-27,The
Arm_2|PF04826.14,PPA39303,4.10E-08,Armadillo-like
Arm_3|PF16186.6,PPA44261,0.0064,Atypical
Arm-DNA-bind_4|PF14657.7,Iso_D.13538.1,1.30E-05,Arm
Arm|PF00514.24,PPA22737,0.0034,Armadillo/beta-catenin-like
Arm|PF00514.24,PPA28664,1.20E-06,Armadillo/beta-catenin-like
Arm|PF00514.24,PPA34822,9.70E-80,Armadillo/beta-catenin-like
Arm|PF00514.24,PPA35428,5.60E-17,Armadillo/beta-catenin-like
Arm|PF00514.24,PPA35894,3.40E-47,Armadillo/beta-catenin-like
Arm|PF00514.24,PPA36960,2.40E-21,Armadillo/beta-catenin-like
Armet|PF10208.10,ppa_stranded_DN24787_c0_g2_i1,2.70E-50,Degradation
AROS|PF15684.6,PPA30652,0.00014,Active
ARPC4|PF05856.13,ppa_stranded_DN17077_c0_g1_i1,9.00E-79,ARP2/3
Arrestin_C|PF02752.23,ppa_stranded_DN11722_c0_g1_i1,7.90E-11,Arrestin
Arrestin_C|PF02752.23,ppa_stranded_DN21171_c0_g1_i1,3.30E-08,Arrestin
Arrestin_C|PF02752.23,ppa_stranded_DN27938_c0_g1_i3,2.10E-20,Arrestin
Arrestin_C|PF02752.23,PPA16253,3.20E-17,Arrestin
Arrestin_C|PF02752.23,PPA17211,7.20E-19,Arrestin
Arrestin_C|PF02752.23,PPA21642,3.70E-06,Arrestin
Arrestin_C|PF02752.23,PPA33331,0.00011,Arrestin
Arrestin_N|PF00339.30,ppa_stranded_DN11128_c0_g1_i1,4.30E-05,Arrestin
Arrestin_N|PF00339.30,ppa_stranded_DN17873_c0_g1_i2,4.30E-17,Arrestin
Arrestin_N|PF00339.30,ppa_stranded_DN27598_c1_g1_i2,3.60E-35,Arrestin
Arrestin_N|PF00339.30,ppa_stranded_DN28408_c0_g1_i1,2.60E-38,Arrestin
Arrestin_N|PF00339.30,ppa_stranded_DN35842_c0_g1_i1,3.00E-12,Arrestin
Arrestin_N|PF00339.30,PPA03589,5.70E-32,Arrestin
Arrestin_N|PF00339.30,PPA04732,5.50E-08,Arrestin
Arrestin_N|PF00339.30,PPA10297,7.10E-30,Arrestin
Arrestin_N|PF00339.30,PPA21645,3.80E-22,Arrestin
Arrestin_N|PF00339.30,PPA24950,4.80E-15,Arrestin
Arrestin_N|PF00339.30,PPA28511,7.40E-38,Arrestin
ARS2|PF04959.14,ppa_stranded_DN31364_c6_g1_i1,5.10E-45,Arsenite-resistance
ArsA_ATPase|PF02374.16,PPA15071,1.60E-115,Anion-transporting
Arv1|PF04161.14,Contig75-snapTAU.103,3.70E-12,Arv1-like
Arylesterase|PF01731.21,ppa_stranded_DN31048_c0_g1_i1,1.50E-13,Arylesterase
Arylesterase|PF01731.21,ppa_stranded_DN7331_c0_g1_i1,1.50E-16,Arylesterase
Arylesterase|PF01731.21,PPA06549,1.20E-12,Arylesterase
Arylesterase|PF01731.21,PPA06550,4.10E-15,Arylesterase
Arylesterase|PF01731.21,PPA42568,2.40E-10,Arylesterase
ASC|PF00858.25,Contig12-snapTAU.546,2.10E-53,Amiloride-sensitive
ASC|PF00858.25,Contig200-snapTAU.4,2.30E-23,Amiloride-sensitive
ASC|PF00858.25,Contig48-snapTAU.114,7.00E-15,Amiloride-sensitive
ASC|PF00858.25,Contig52-snapTAU.18,1.70E-65,Amiloride-sensitive
ASC|PF00858.25,Contig97-snapTAU.21,1.70E-38,Amiloride-sensitive
ASC|PF00858.25,Iso_D.10155.1,2.80E-15,Amiloride-sensitive
ASC|PF00858.25,Iso_D.10156.1,1.60E-44,Amiloride-sensitive
ASC|PF00858.25,Iso_D.13571.1,3.90E-76,Amiloride-sensitive
ASC|PF00858.25,ppa_stranded_DN11605_c0_g1_i1,5.10E-05,Amiloride-sensitive
ASC|PF00858.25,ppa_stranded_DN11605_c1_g1_i1,1.00E-16,Amiloride-sensitive
ASC|PF00858.25,ppa_stranded_DN19835_c0_g1_i1,1.80E-94,Amiloride-sensitive
ASC|PF00858.25,ppa_stranded_DN2301_c0_g1_i1,2.30E-12,Amiloride-sensitive
ASC|PF00858.25,ppa_stranded_DN25998_c0_g1_i2,1.00E-114,Amiloride-sensitive
ASC|PF00858.25,ppa_stranded_DN27671_c0_g1_i2,2.00E-67,Amiloride-sensitive
ASC|PF00858.25,ppa_stranded_DN28413_c0_g1_i3,1.60E-79,Amiloride-sensitive
ASC|PF00858.25,ppa_stranded_DN28875_c0_g1_i1,7.10E-121,Amiloride-sensitive
ASC|PF00858.25,ppa_stranded_DN29915_c0_g1_i3,5.00E-52,Amiloride-sensitive
ASC|PF00858.25,ppa_stranded_DN31174_c0_g6_i3,2.90E-38,Amiloride-sensitive
ASC|PF00858.25,ppa_stranded_DN38777_c0_g1_i1,1.80E-13,Amiloride-sensitive
ASC|PF00858.25,PPA00157,1.70E-90,Amiloride-sensitive
ASC|PF00858.25,PPA01885,1.70E-103,Amiloride-sensitive
ASC|PF00858.25,PPA02218,2.00E-14,Amiloride-sensitive
ASC|PF00858.25,PPA02681,5.30E-39,Amiloride-sensitive
ASC|PF00858.25,PPA03672,2.70E-137,Amiloride-sensitive
ASC|PF00858.25,PPA03673,2.20E-100,Amiloride-sensitive
ASC|PF00858.25,PPA03676,5.60E-32,Amiloride-sensitive
ASC|PF00858.25,PPA05514,5.60E-34,Amiloride-sensitive
ASC|PF00858.25,PPA06051,2.40E-41,Amiloride-sensitive
ASC|PF00858.25,PPA06113,7.50E-75,Amiloride-sensitive
ASC|PF00858.25,PPA06722,2.20E-62,Amiloride-sensitive
ASC|PF00858.25,PPA07298,1.60E-32,Amiloride-sensitive
ASC|PF00858.25,PPA07304,3.60E-33,Amiloride-sensitive
ASC|PF00858.25,PPA07767,1.50E-27,Amiloride-sensitive
ASC|PF00858.25,PPA09058,5.00E-45,Amiloride-sensitive
ASC|PF00858.25,PPA09284,4.80E-111,Amiloride-sensitive
ASC|PF00858.25,PPA10323,2.00E-111,Amiloride-sensitive
ASC|PF00858.25,PPA10936,1.20E-41,Amiloride-sensitive
ASC|PF00858.25,PPA12321,2.20E-34,Amiloride-sensitive
ASC|PF00858.25,PPA15093,2.60E-51,Amiloride-sensitive
ASC|PF00858.25,PPA16057,2.40E-18,Amiloride-sensitive
ASC|PF00858.25,PPA16618,2.60E-83,Amiloride-sensitive
ASC|PF00858.25,PPA18074,5.60E-16,Amiloride-sensitive
ASC|PF00858.25,PPA18219,5.90E-15,Amiloride-sensitive
ASC|PF00858.25,PPA18628,8.70E-10,Amiloride-sensitive
ASC|PF00858.25,PPA19552,1.50E-43,Amiloride-sensitive
ASC|PF00858.25,PPA19742,4.80E-43,Amiloride-sensitive
ASC|PF00858.25,PPA22865,3.90E-78,Amiloride-sensitive
ASC|PF00858.25,PPA22873,1.40E-17,Amiloride-sensitive
ASC|PF00858.25,PPA22913,1.50E-86,Amiloride-sensitive
ASC|PF00858.25,PPA22932,4.60E-95,Amiloride-sensitive
ASC|PF00858.25,PPA26327,0.00017,Amiloride-sensitive
ASC|PF00858.25,PPA27395,1.20E-114,Amiloride-sensitive
ASC|PF00858.25,PPA27642,2.20E-51,Amiloride-sensitive
ASC|PF00858.25,PPA27901,1.80E-143,Amiloride-sensitive
ASC|PF00858.25,PPA28375,2.90E-77,Amiloride-sensitive
ASC|PF00858.25,PPA29363,9.30E-46,Amiloride-sensitive
ASC|PF00858.25,PPA32220,9.70E-31,Amiloride-sensitive
ASC|PF00858.25,PPA33795,5.90E-45,Amiloride-sensitive
ASC|PF00858.25,PPA33801,5.30E-42,Amiloride-sensitive
ASC|PF00858.25,PPA34051,1.10E-42,Amiloride-sensitive
ASC|PF00858.25,PPA34052,5.40E-107,Amiloride-sensitive
ASC|PF00858.25,PPA34296,3.10E-59,Amiloride-sensitive
ASC|PF00858.25,PPA36053,1.00E-71,Amiloride-sensitive
ASC|PF00858.25,PPA36969,8.50E-125,Amiloride-sensitive
ASC|PF00858.25,PPA37294,4.80E-44,Amiloride-sensitive
ASC|PF00858.25,PPA37463,4.00E-54,Amiloride-sensitive
ASC|PF00858.25,PPA38581,8.30E-56,Amiloride-sensitive
ASC|PF00858.25,PPA39404,1.80E-93,Amiloride-sensitive
ASC|PF00858.25,PPA40158,2.30E-44,Amiloride-sensitive
ASC|PF00858.25,PPA40376,1.50E-23,Amiloride-sensitive
ASC|PF00858.25,PPA40424,1.10E-29,Amiloride-sensitive
ASC|PF00858.25,PPA40769,1.20E-75,Amiloride-sensitive
ASC|PF00858.25,PPA41661,3.40E-38,Amiloride-sensitive
ASC|PF00858.25,PPA41723,1.60E-31,Amiloride-sensitive
ASC|PF00858.25,PPA41731,1.40E-67,Amiloride-sensitive
ASC|PF00858.25,PPA44479,2.70E-45,Amiloride-sensitive
ASF1_hist_chap|PF04729.14,PPA08209,1.90E-59,ASF1
ASF1_hist_chap|PF04729.14,PPA12539,2.10E-25,ASF1
Asn_synthase|PF00733.22,ppa_stranded_DN30929_c5_g1_i3,4.60E-08,Asparagine
Asn_synthase|PF00733.22,PPA14211,2.50E-85,Asparagine
Asn_synthase|PF00733.22,PPA18673,6.80E-86,Asparagine
Asn_synthase|PF00733.22,PPA22929,3.10E-85,Asparagine
Asp_Arg_Hydrox|PF05118.16,ppa_stranded_DN27620_c2_g2_i3,1.80E-32,Aspartyl/Asparaginyl
Asp_protease_2|PF13650.7,PPA10916,2.40E-09,Aspartyl
Asp_protease_2|PF13650.7,PPA33697,0.00027,Aspartyl
Asp_protease_2|PF13650.7,PPA33914,0.00053,Aspartyl
Asp_protease_2|PF13650.7,PPA33975,0.0047,Aspartyl
Asp_protease_2|PF13650.7,PPA35537,0.00016,Aspartyl
Asp_protease_2|PF13650.7,PPA35962,0.0012,Aspartyl
Asp_protease_2|PF13650.7,PPA40801,6.70E-10,Aspartyl
Asp_protease|PF09668.11,ppa_stranded_DN31032_c1_g1_i4,2.10E-34,Aspartyl
Asp_protease|PF09668.11,PPA07634,8.30E-50,Aspartyl
Asp_protease|PF09668.11,PPA07668,4.70E-33,Aspartyl
Asp_protease|PF09668.11,PPA38429,1.70E-20,Aspartyl
Asp|PF00026.24,Contig45-snapTAU.2,1.30E-33,Eukaryotic
Asp|PF00026.24,Iso_D.178.1,2.00E-80,Eukaryotic
Asp|PF00026.24,Iso_D.179.2,8.10E-82,Eukaryotic
Asp|PF00026.24,ppa_stranded_DN18367_c1_g1_i1,6.10E-08,Eukaryotic
Asp|PF00026.24,ppa_stranded_DN26302_c0_g1_i1,3.80E-11,Eukaryotic
Asp|PF00026.24,ppa_stranded_DN26302_c0_g1_i2,8.90E-95,Eukaryotic
Asp|PF00026.24,ppa_stranded_DN30966_c0_g1_i6,5.00E-21,Eukaryotic
Asp|PF00026.24,ppa_stranded_DN30966_c0_g3_i1,1.50E-32,Eukaryotic
Asp|PF00026.24,ppa_stranded_DN39642_c0_g1_i1,4.00E-08,Eukaryotic
Asp|PF00026.24,ppa_stranded_DN9329_c0_g1_i1,5.60E-09,Eukaryotic
Asp|PF00026.24,PPA03629,7.30E-195,Eukaryotic
Asp|PF00026.24,PPA03659,1.90E-37,Eukaryotic
Asp|PF00026.24,PPA04426,7.40E-61,Eukaryotic
Asp|PF00026.24,PPA05842,5.00E-32,Eukaryotic
Asp|PF00026.24,PPA15541,4.90E-64,Eukaryotic
Asp|PF00026.24,PPA16443,1.60E-146,Eukaryotic
Asp|PF00026.24,PPA16839,2.00E-123,Eukaryotic
Asp|PF00026.24,PPA22235,9.00E-63,Eukaryotic
Asp|PF00026.24,PPA23573,7.60E-117,Eukaryotic
Asp|PF00026.24,PPA25826,7.80E-37,Eukaryotic
Asp|PF00026.24,PPA25827,2.70E-76,Eukaryotic
Asp|PF00026.24,PPA34323,0.0051,Eukaryotic
Asp|PF00026.24,PPA40229,5.00E-73,Eukaryotic
Asp|PF00026.24,PPA40605,9.30E-51,Eukaryotic
Asp|PF00026.24,PPA41076,2.40E-66,Eukaryotic
Asp|PF00026.24,PPA41096,5.40E-72,Eukaryotic
Asp|PF00026.24,PPA41370,3.60E-61,Eukaryotic
Asp|PF00026.24,PPA41598,1.30E-21,Eukaryotic
Asp|PF00026.24,PPA41602,2.10E-26,Eukaryotic
Asp|PF00026.24,PPA41603,2.30E-99,Eukaryotic
Asp|PF00026.24,PPA42988,3.20E-74,Eukaryotic
Asp|PF00026.24,UMM-S2844-3.9-mRNA-1_frag,3.60E-41,Eukaryotic
Asparaginase_2|PF01112.19,isototal.5807.2,6.30E-69,Asparaginase
Asparaginase_2|PF01112.19,ppa_stranded_DN29430_c0_g1_i2,1.60E-12,Asparaginase
Asparaginase|PF00710.21,ppa_stranded_DN27849_c0_g1_i2,9.20E-64,"Asparaginase,"
Astacin|PF01400.25,Contig0-snapTAU.563,1.60E-39,Astacin
Astacin|PF01400.25,Contig12-snapTAU.388,2.40E-48,Astacin
Astacin|PF01400.25,Contig75-snapTAU.139,2.20E-57,Astacin
Astacin|PF01400.25,Iso_D.10201.1,1.00E-48,Astacin
Astacin|PF01400.25,ppa_stranded_DN16804_c0_g1_i3,1.50E-55,Astacin
Astacin|PF01400.25,ppa_stranded_DN19952_c0_g1_i2,4.60E-53,Astacin
Astacin|PF01400.25,ppa_stranded_DN24132_c0_g1_i1,2.10E-23,Astacin
Astacin|PF01400.25,ppa_stranded_DN24132_c1_g1_i1,1.70E-25,Astacin
Astacin|PF01400.25,ppa_stranded_DN25261_c0_g1_i2,2.80E-71,Astacin
Astacin|PF01400.25,ppa_stranded_DN25685_c0_g1_i1,1.20E-60,Astacin
Astacin|PF01400.25,ppa_stranded_DN25689_c0_g1_i2,9.00E-63,Astacin
Astacin|PF01400.25,ppa_stranded_DN26257_c0_g1_i2,5.40E-51,Astacin
Astacin|PF01400.25,ppa_stranded_DN26406_c0_g2_i2,1.10E-65,Astacin
Astacin|PF01400.25,ppa_stranded_DN27474_c0_g1_i2,4.70E-61,Astacin
Astacin|PF01400.25,ppa_stranded_DN27780_c0_g1_i3,7.10E-06,Astacin
Astacin|PF01400.25,ppa_stranded_DN28095_c0_g2_i3,7.70E-43,Astacin
Astacin|PF01400.25,ppa_stranded_DN28225_c0_g1_i2,2.50E-69,Astacin
Astacin|PF01400.25,ppa_stranded_DN29676_c0_g1_i1,5.90E-66,Astacin
Astacin|PF01400.25,ppa_stranded_DN30374_c0_g1_i5,9.20E-47,Astacin
Astacin|PF01400.25,ppa_stranded_DN50995_c0_g1_i1,5.70E-35,Astacin
Astacin|PF01400.25,ppa_stranded_DN8581_c0_g1_i1,1.70E-17,Astacin
Astacin|PF01400.25,PPA00381,2.00E-55,Astacin
Astacin|PF01400.25,PPA01946,2.60E-45,Astacin
Astacin|PF01400.25,PPA02795,1.30E-58,Astacin
Astacin|PF01400.25,PPA03932,9.20E-41,Astacin
Astacin|PF01400.25,PPA04407,9.70E-47,Astacin
Astacin|PF01400.25,PPA05618,2.30E-53,Astacin
Astacin|PF01400.25,PPA05669,5.30E-53,Astacin
Astacin|PF01400.25,PPA05955,4.40E-45,Astacin
Astacin|PF01400.25,PPA06413,9.60E-57,Astacin
Astacin|PF01400.25,PPA07065,1.40E-65,Astacin
Astacin|PF01400.25,PPA08402,2.10E-73,Astacin
Astacin|PF01400.25,PPA08498,4.30E-52,Astacin
Astacin|PF01400.25,PPA10828,3.60E-69,Astacin
Astacin|PF01400.25,PPA11532,4.30E-60,Astacin
Astacin|PF01400.25,PPA12005,8.10E-65,Astacin
Astacin|PF01400.25,PPA12285,3.60E-58,Astacin
Astacin|PF01400.25,PPA14603,1.70E-33,Astacin
Astacin|PF01400.25,PPA14682,1.00E-32,Astacin
Astacin|PF01400.25,PPA15582,1.70E-13,Astacin
Astacin|PF01400.25,PPA16331,1.70E-48,Astacin
Astacin|PF01400.25,PPA17597,8.70E-41,Astacin
Astacin|PF01400.25,PPA20266,1.10E-46,Astacin
Astacin|PF01400.25,PPA20792,8.90E-48,Astacin
Astacin|PF01400.25,PPA20950,0.0024,Astacin
Astacin|PF01400.25,PPA21465,3.60E-37,Astacin
Astacin|PF01400.25,PPA21987,2.60E-37,Astacin
Astacin|PF01400.25,PPA21989,2.60E-52,Astacin
Astacin|PF01400.25,PPA21998,7.70E-74,Astacin
Astacin|PF01400.25,PPA22401,2.20E-53,Astacin
Astacin|PF01400.25,PPA24193,5.10E-47,Astacin
Astacin|PF01400.25,PPA26267,4.60E-63,Astacin
Astacin|PF01400.25,PPA26377,3.00E-55,Astacin
Astacin|PF01400.25,PPA27219,1.20E-22,Astacin
Astacin|PF01400.25,PPA27985,5.00E-48,Astacin
Astacin|PF01400.25,PPA28849,1.20E-58,Astacin
Astacin|PF01400.25,PPA30034,2.70E-71,Astacin
Astacin|PF01400.25,PPA32730,3.10E-55,Astacin
Astacin|PF01400.25,PPA34430,3.80E-48,Astacin
Astacin|PF01400.25,PPA37581,7.00E-49,Astacin
Astacin|PF01400.25,PPA37604,1.50E-41,Astacin
Astacin|PF01400.25,PPA38606,5.80E-48,Astacin
Astacin|PF01400.25,PPA42327,2.10E-72,Astacin
Astacin|PF01400.25,PPA42451,2.20E-47,Astacin
Astacin|PF01400.25,PPA42525,1.40E-38,Astacin
Astacin|PF01400.25,PPA42532,1.00E-70,Astacin
Astacin|PF01400.25,PPA42924,1.10E-46,Astacin
Astacin|PF01400.25,PPA43126,1.40E-11,Astacin
Astacin|PF01400.25,PPA43187,5.40E-57,Astacin
Astro_capsid_N|PF03115.15,PPA33616,0.0078,Astrovirus
AT_hook|PF02178.20,ppa_stranded_DN36415_c0_g1_i1,3.00E-06,AT
AT_hook|PF02178.20,seq12,1.50E-07,AT
ATE_C|PF04377.16,ppa_stranded_DN28331_c0_g1_i3,9.00E-47,Arginine-tRNA-protein
ATG_C|PF09333.12,Iso_D.106.2,4.10E-14,Autophagy-related
ATG101|PF07855.13,PPA23994,1.20E-33,Autophagy-related
ATG11|PF10377.10,PPA20507,1.80E-09,Autophagy-related
ATG13|PF10033.10,ppa_stranded_DN23827_c0_g1_i1,2.10E-08,Autophagy-related
ATG13|PF10033.10,PPA39739,3.50E-06,Autophagy-related
Atg14|PF10186.10,ppa_stranded_DN21419_c0_g1_i1,0.0021,Vacuolar
Atg14|PF10186.10,ppa_stranded_DN28010_c0_g2_i1,0.0019,Vacuolar
Atg14|PF10186.10,ppa_stranded_DN30144_c2_g2_i3,1.10E-06,Vacuolar
Atg14|PF10186.10,ppa_stranded_DN31134_c3_g6_i11,4.00E-08,Vacuolar
Atg14|PF10186.10,PPA08729,2.60E-06,Vacuolar
ATG16|PF08614.12,PPA07774,0.0083,Autophagy
ATG16|PF08614.12,PPA33657,0.00034,Autophagy
ATG16|PF08614.12,PPA37270,1.00E-04,Autophagy
ATG7_N|PF16420.6,ppa_stranded_DN25295_c0_g2_i2,2.70E-54,Ubiquitin-like
Atg8|PF02991.17,ppa_stranded_DN15990_c0_g2_i1,4.50E-41,Autophagy
Atg8|PF02991.17,PPA30846,1.80E-49,Autophagy
Atg8|PF02991.17,PPA37371,4.30E-21,Autophagy
ATP_bind_1|PF03029.18,PPA02441,2.00E-16,Conserved
ATP_bind_1|PF03029.18,PPA04656,3.50E-67,Conserved
ATP_bind_1|PF03029.18,PPA08471,2.00E-65,Conserved
ATP_bind_1|PF03029.18,PPA12400,4.10E-75,Conserved
ATP_bind_1|PF03029.18,PPA44301,3.70E-74,Conserved
ATP_bind_3|PF01171.21,Iso_D.10357.1,2.60E-15,PP-loop
ATP_Ca_trans_C|PF12424.9,PPA44976,1.00E-07,Plasma
ATP_synt_H|PF05493.14,PPA00683,1.80E-24,ATP
ATP_synt_H|PF05493.14,PPA11739,9.50E-24,ATP
ATP_synt_H|PF05493.14,PPA33550,0.0011,ATP
ATP-cone|PF03477.17,PPA19347,0.0028,ATP
ATP-grasp_2|PF08442.11,ppa_stranded_DN14294_c0_g2_i1,8.30E-72,ATP-grasp
ATP-grasp_2|PF08442.11,ppa_stranded_DN17508_c0_g1_i1,4.10E-76,ATP-grasp
ATP-gua_Ptrans|PF00217.20,ppa_stranded_DN10470_c0_g1_i1,1.00E-84,ATP:guanido
ATP-gua_Ptrans|PF00217.20,ppa_stranded_DN27915_c1_g2_i2,2.20E-81,ATP:guanido
ATP-gua_Ptrans|PF00217.20,PPA15303,3.00E-84,ATP:guanido
ATP-gua_Ptrans|PF00217.20,PPA26536,0.00023,ATP:guanido
ATP-sulfurylase|PF01747.18,PPA00692,5.90E-09,ATP-sulfurylase
ATP-synt_10|PF05176.15,ppa_stranded_DN15653_c0_g1_i1,0.0061,ATP10
ATP-synt_ab_N|PF02874.24,PPA09467,1.40E-16,ATP
ATP-synt_ab_N|PF02874.24,PPA42149,5.50E-17,ATP
ATP-synt_ab_Xtn|PF16886.6,PPA24687,0.00051,ATPsynthase
ATP-synt_ab|PF00006.26,ppa_stranded_DN31143_c4_g2_i6,1.50E-113,ATP
ATP-synt_ab|PF00006.26,PPA18771,7.60E-49,ATP
ATP-synt_ab|PF00006.26,PPA22653,8.10E-62,ATP
ATP-synt_ab|PF00006.26,PPA23529,8.60E-113,ATP
ATP-synt_ab|PF00006.26,PPA34078,1.80E-61,ATP
ATP-synt_ab|PF00006.26,PPA39969,2.40E-71,ATP
ATP-synt_ab|PF00006.26,PPA43279,4.90E-71,ATP
ATP-synt_C|PF00137.22,ppa_stranded_DN25743_c0_g1_i2,4.70E-31,ATP
ATP-synt_C|PF00137.22,ppa_stranded_DN39680_c0_g1_i1,3.60E-35,ATP
ATP-synt_C|PF00137.22,PPA03699,5.50E-16,ATP
ATP-synt_C|PF00137.22,PPA32109,7.50E-10,ATP
ATP-synt_C|PF00137.22,PPA36548,9.50E-24,ATP
ATP-synt_C|PF00137.22,PPA38085,6.00E-05,ATP
ATP-synt_C|PF00137.22,PPA41138,3.60E-21,ATP
ATP-synt_D|PF01813.18,PPA15329,4.20E-75,ATP
ATP-synt_DE_N|PF02823.17,PPA35602,3.40E-16,ATP
ATP-synt_E|PF05680.13,PPA02069,1.80E-21,ATP
ATP-synt_Eps|PF04627.14,ppa_stranded_DN11342_c0_g1_i1,1.80E-13,Mitochondrial
ATP-synt_F|PF01990.18,PPA35202,2.60E-31,ATP
ATP-synt_F6|PF05511.12,PPA38444,8.20E-09,Mitochondrial
ATP-synt_G|PF04718.16,ppa_stranded_DN27128_c0_g1_i3,4.80E-16,Mitochondrial
ATP-synt_G|PF04718.16,PPA18772,1.80E-20,Mitochondrial
ATP-synt_G|PF04718.16,PPA35669,5.70E-17,Mitochondrial
ATP-synt_S1|PF05827.13,ppa_stranded_DN9422_c0_g2_i1,2.90E-21,Vacuolar
ATP-synt|PF00231.20,ppa_stranded_DN16567_c0_g1_i2,7.00E-81,ATP
ATP12|PF07542.12,ppa_stranded_DN44749_c0_g1_i1,2.30E-32,ATP12
Atx10homo_assoc|PF09759.10,ppa_stranded_DN28661_c1_g1_i1,3.70E-09,Spinocerebellar
Auto_anti-p27|PF06677.13,ppa_stranded_DN28417_c0_g2_i1,4.70E-32,Sjogren's
Autophagy_act_C|PF03987.16,Iso_D.10815.2,5.80E-76,Autophagocytosis
Autophagy_act_C|PF03987.16,PPA34672,0.00057,Autophagocytosis
Autophagy_act_C|PF03987.16,PPA35576,3.70E-25,Autophagocytosis
Avl9|PF09794.10,PPA02946,1.30E-116,Transport
AvrE_T3Es|PF11725.9,PPA37653,0.009,AvrE-family
AWS|PF17907.2,PPA33538,0.004,AWS
Ax_dynein_light|PF10211.10,PPA23814,6.20E-49,Axonemal
AXH|PF08517.13,ppa_stranded_DN25224_c0_g1_i2,1.70E-23,Ataxin-1
AXH|PF08517.13,PPA16169,4.20E-05,Ataxin-1
AXH|PF08517.13,PPA40173,5.30E-23,Ataxin-1
B_lectin|PF01453.25,PPA34005,3.40E-37,D-mannose
B12D|PF06522.12,ppa_stranded_DN29367_c2_g1_i1,0.00011,NADH-ubiquinone
B12D|PF06522.12,PPA39371,0.00034,NADH-ubiquinone
B3_4|PF03483.18,PPA12083,3.80E-08,B3/4
B56|PF01603.21,PPA17011,2.50E-144,Protein
B56|PF01603.21,PPA26427,3.20E-181,Protein
B9-C2|PF07162.12,PPA17894,4.90E-48,Ciliary
B9-C2|PF07162.12,PPA38481,7.00E-33,Ciliary
Bac_DNA_binding|PF00216.22,PPA37723,0.003,Bacterial
BACK|PF07707.16,ppa_stranded_DN29708_c0_g1_i4,3.10E-17,BTB
BACK|PF07707.16,ppa_stranded_DN30079_c0_g2_i5,0.00067,BTB
BACK|PF07707.16,PPA17282,4.50E-15,BTB
BACK|PF07707.16,PPA18008,0.00034,BTB
BACK|PF07707.16,PPA36777,4.60E-08,BTB
BACK|PF07707.16,PPA40235,6.80E-13,BTB
BACK|PF07707.16,PPA45011,2.00E-17,BTB
BACON_2|PF19190.1,PPA38329,0.00065,Viral
